요양기관명,시도코드명,시군구코드명,주소,위도,경도
365연합소아청소년과의원,경상남도,김해시,"경상남도 김해시 주촌면 천곡로 6, 401호",35.2340266,128.8391563
365열린메디칼의원,경기도,수원권선구,"경기도 수원시 권선구 금곡로 202, e-SPACE CITY-1 (금곡동)",37.2734904,126.9526603
365열린메디컬의원,경기도,고양덕양구,"경기도 고양시 덕양구 중앙로 612, 3층,4층 (화정동)",37.62696589999999,126.8306882
365이화웃는세상의원,서울특별시,은평구,"서울특별시 은평구 진관3로 11, 208호, 301호 (진관동, 은평뉴타운 힐데스하임)",37.6392669,126.9183763
365제이에스JS연합의원,경기도,시흥시,"경기도 시흥시 승지로59번길 12, 시티타워 3층 302~303호 (능곡동)",37.3690309,126.8090669
365키즈소아청소년과의원,경기도,의왕시,"경기도 의왕시 포일로 43, (내손동, 대림프라자 402호 )",37.3900973,126.9774322
365힐링의원,서울특별시,강동구,"서울특별시 강동구 천호대로 1087, 2층 201호 (천호동, 진넥스빌Ⅲ)",37.5423971,127.1333056
99서울소아청소년과의원,부산광역시,부산동래구,"부산광역시 동래구 금강로 91, 지상 4~6층 (온천동)",35.2171736,129.0784101
ABC김광우소아청소년과의원,경상북도,포항북구,"경상북도 포항시 북구 두호로 21, (두호동)",36.0596834,129.3760765
Dr홍연합의원,서울특별시,송파구,"서울특별시 송파구 토성로 58, (풍납동, 도원빌딩 2층)",37.5289172,127.1160204
SC제일산부인과의원,서울특별시,광진구,"서울특별시 광진구 광나루로 506, (구의동)",37.5447537,127.0856732
가나다소아청소년과의원,충청남도,당진시,"충청남도 당진시 송악읍 반촌로 70-16, 대훈빌딩 2층",36.9021754,126.692424
가야소아청소년과의원,서울특별시,서초구,"서울특별시 서초구 방배로 225, 2층 (방배동, 남전빌딩)",37.4931814,126.9898381
가야우리아동의원,부산광역시,부산진구,"부산광역시 부산진구 가야대로679번길 133, 1층~5층 (당감동)",35.1560213,129.0396314
가연관악산부인과의원,서울특별시,관악구,"서울특별시 관악구 남부순환로 1838, (봉천동)",37.4804895,126.9540373
가오아이소아청소년과의원,대전광역시,대전동구,"대전광역시 동구 은어송로 60, 3층 (가오동)",36.306192,127.4561197
가족건강의원,서울특별시,도봉구,"서울특별시 도봉구 해등로 218, (쌍문동)",37.6581696,127.0323113
가족건강의원,광주광역시,광주광산구,"광주광역시 광산구 첨단중앙로181번길 42-5, 상가동 1층 (월계동, 첨단 금호타운)",35.2207037,126.8351029
가족사랑의원,경상북도,구미시,"경상북도 구미시 도봉로5길 11, 가동 205호 (봉곡동, 주공그린빌상가)",36.14275050000001,128.3151004
가족사랑의원,경기도,광명시,"경기도 광명시 도덕로 52, 3층 (광명동, 청송빌딩)",37.4688784,126.8535294
가좌연세소아과의원,인천광역시,인천서구,"인천광역시 서구 원적로 100, (가좌동)",37.4950003,126.6828245
가톨릭소아청소년과의원,대구광역시,대구달성군,"대구광역시 달성군 화원읍 명곡로 14, 303호",35.7984535,128.4960572
갈매아이웰소아청소년과의원,경기도,구리시,"경기도 구리시 갈매순환로 194, 3층 302,303호 (갈매동, 신영프라자)",37.6365904,127.121738
감일키즈소아청소년과의원,경기도,하남시,"경기도 하남시 감일중앙로 60, 감일 벨솔레 파크 3층 310~312호 (감이동)",37.5055858,127.1499193
강경훈소아과의원,서울특별시,관악구,"서울특별시 관악구 신림로 141, (신림동)",37.4716183,126.9334078
강남드림의원,경상북도,영주시,"경상북도 영주시 대학로 226, (가흥동)",36.81567,128.6051951
강남소아청소년과의원,경기도,평택시,"경기도 평택시 안중읍 안현로서6길 68, 3층",36.984801,126.9215773
강남에프엠의원,서울특별시,강남구,"서울특별시 강남구 강남대로 376, 5층 (역삼동)",37.4965166,127.0287049
강남연세소아과의원,서울특별시,강남구,"서울특별시 강남구 역삼로 310, 한솔필리아 222호 (역삼동)",37.499217,127.0484398
강남제이스타의원,강원도,원주시,"강원특별자치도 원주시 서원대로 180, 4층 (단계동)",37.3438369,127.9313086
강남조앤조내과소아과의원,서울특별시,강남구,"서울특별시 강남구 강남대로 420, 3층 (역삼동)",37.5002123,127.0269931
강내과의원,대구광역시,대구서구,"대구광역시 서구 달서로 201, (비산동)",35.8804677,128.5712358
강동드림산부인과의원,서울특별시,강동구,"서울특별시 강동구 상일로12길 97, (상일제2동)",37.5568329,127.172656
강동서울의원,서울특별시,강동구,"서울특별시 강동구 천호대로 1119, (길동)",37.5351372,127.1360228
강동섭소아청소년과의원,부산광역시,부산남구,"부산광역시 남구 수영로 37, (문현동)",35.1371196,129.0721466
강동오션키즈의원,울산광역시,울산북구,"울산광역시 북구 산하중앙2로 150, 4층 (산하동)",35.6207175,129.4405352
강미정소아청소년과의원,제주특별자치도,제주시,"제주특별자치도 제주시 연오로 59, 3층 (오라삼동)",33.487948,126.5020409
강샘온가족의원,부산광역시,부산금정구,"부산광역시 금정구 금강로 376, 2층 (장전동)",35.2414892,129.0865979
강석경소아과의원,서울특별시,은평구,"서울특별시 은평구 불광로 54, (불광동)",37.6117997,126.9315156
강석진웰키움소아청소년과의원,대구광역시,대구달서구,"대구광역시 달서구 월배로 138, 2층 (진천동)",35.8154103,128.5296338
강소아과의원,서울특별시,도봉구,"서울특별시 도봉구 덕릉로 253, (창동)",37.6403084,127.0393944
강소아청소년과의원,서울특별시,성동구,"서울특별시 성동구 마장로 291, 3층 (마장동)",37.5659042,127.0419277
강소아청소년과의원,인천광역시,인천계양구,"인천광역시 계양구 경명대로1114번길 21, (계산동)",37.5416239,126.7323746
강소아청소년과의원,경기도,화성시,"경기도 화성시 동탄지성로 139, 양진빌딩 1층 105호 (능동)",37.2093021,127.0601382
강소아청소년과의원,경상남도,양산시,"경상남도 양산시 동면 금오13길 20, 센텀빌딩 501,502호",35.3175119,129.0257734
강소아청소년과의원,경기도,시흥시,"경기도 시흥시 배곧4로 32-9, 골든프라자 2층 206호 (정왕동)",37.376739,126.7271716
강윤종소아청소년과의원,제주특별자치도,제주시,"제주특별자치도 제주시 일주동로 255, 3층 (화북일동)",33.5190291,126.5647705
강의원,경기도,고양일산동구,"경기도 고양시 일산동구 중앙로1275번길 38-10, 209호 (장항동, 우림로데오스위트)",37.6598808,126.7709038
강인한소아청소년과의원,서울특별시,은평구,"서울특별시 은평구 수색로 322, 상가2층 205, 206호 (수색동)",37.5858298,126.8954368
강지혜소아청소년과의원,서울특별시,송파구,"서울특별시 송파구 거마로 61, 401호 (마천동, 한스어반타워)",37.4985009,127.1464117
강천식의원,경기도,안양동안구,"경기도 안양시 동안구 임곡로 62, 303호 (비산동, 임곡주공프라자)",37.4048608,126.9337778
강태훈소아청소년과의원,경상남도,통영시,"경상남도 통영시 중앙로 240, 3층 (북신동, 통영메디칼)",34.8517439,128.4284447
강한아이소아청소년과의원,대구광역시,대구수성구,"대구광역시 수성구 희망로 229, 3층 301,302,303호 (황금동)",35.8468797,128.616436
강훈소아청소년과의원,강원도,원주시,"강원특별자치도 원주시 입춘로 110, (반곡동, 파라다이스프라자 301,302호)",37.3234058,127.9816839
개구쟁이소아청소년과의원,울산광역시,울산북구,"울산광역시 북구 달천로 9, 2층 202호 (천곡동)",35.6331408,129.334248
개금신세계소아청소년과의원,부산광역시,부산진구,"부산광역시 부산진구 복지로 61, (개금동)",35.1475292,129.0207036
개성소아청소년과의원,강원도,속초시,"강원특별자치도 속초시 동해대로 4215, (교동)",38.1952449,128.5772245
거제아동 소아청소년과의원,경상남도,거제시,"경상남도 거제시  거제중앙로 1925, 402호 (고현동)",34.8795233,128.6274951
건강한내과와튼튼한소아과의원,대구광역시,대구북구,"대구광역시 북구 원대로 42, 2층 (고성동2가)",35.8798156,128.5841008
건강한소아과의원,경상북도,구미시,"경상북도 구미시 선산읍 선산대로 1399-6, (선산읍)",36.2401088,128.3030707
건강한소아청소년과의원,서울특별시,강서구,"서울특별시 강서구 강서로62길 98, (등촌동, 신한은행등촌점)",37.5616643,126.8450092
건강한연합소아청소년과의원,대구광역시,대구북구,"대구광역시 북구 도남중앙로7길 6, 5층~7층 (국우동)",35.9507371,128.5823781
걸리버소아청소년과의원,경기도,김포시,"경기도 김포시 걸포2로 33, 501호 (걸포동)",37.6331364,126.7035015
검단이엠365의원,인천광역시,인천서구,"인천광역시 서구 이음5로 30, 연세프라자9 2,3층 206~214, 305~314호 (원당동)",37.5981604,126.714601
경대아이키움소아청소년과의원,대구광역시,대구수성구,"대구광역시 수성구 달구벌대로 2280, 아성N타워 2층 202호 (수성동1가)",35.8550692,128.610937
경대연합의원,대구광역시,대구수성구,"대구광역시 수성구 알파시티2로 23, 강남메디컬 4층 (시지동)",35.8404259,128.691735
경대연합의원,경상북도,영덕군,"경상북도 영덕군 영덕읍 중앙길 96-16, (영덕읍)",36.4116536,129.3699809
경소아청소년과의원,대전광역시,대전대덕구,"대전광역시 대덕구 동춘당로 178, 303호 (법동, 보람아파트 상가)",36.3690523,127.4310904
경혜신소아과의원,경기도,안산단원구,"경기도 안산시 단원구 예술대학로 83, 202호 (고잔동)",37.3244091,126.8370966
경희궁튼튼소아청소년과의원,서울특별시,종로구,"서울특별시 종로구 송월길 99, 2217호호 (홍파동, 경희궁자이)",37.5704927,126.963397
고덕바른소아청소년과의원,경기도,평택시,"경기도 평택시 함박산8길 31, 201호,202호 (고덕동)",37.0727336,127.0406045
고덕성심소아청소년과의원,서울특별시,강동구,"서울특별시 강동구 고덕로 380, 고덕아르테온아파트(상가2동) 2층 202호 (상일동)",37.5552295,127.1687886
고덕연세365소아청소년과의원,서울특별시,강동구,"서울특별시 강동구 고덕로80길 123, 고덕센트럴아이파크아파트(상가A동) 2층 201-203호 (상일동)",37.5514884,127.1659363
고려내과의원,부산광역시,부산동구,"부산광역시 동구 중앙대로 515, (범일동)",35.1391986,129.056201
고려웰가정의학과의원,경기도,수원영통구,"경기도 수원시 영통구 대학로 109, 301호, 302호 (이의동)",37.3018197,127.046213
고려의원,경상남도,함안군,"경상남도 함안군 가야읍 함안대로 548, 1,2층",35.2756427,128.4060191
고만성소아과의원,서울특별시,강남구,"서울특별시 강남구 개포로 615, 203호 (개포동)",37.4926936,127.0756284
고시환의원,서울특별시,강남구,"서울특별시 강남구 남부순환로 2936, 304호 (대치동)",37.4933573,127.0619092
고양심소아청소년과의원,전라북도,완주군,"전북특별자치도 완주군 봉동읍 봉동로 135, 135",35.9370903,127.1681082
고운누리소아청소년과의원,서울특별시,강동구,"서울특별시 강동구 아리수로93나길 26, 성산타워 4층 401,402호 (강일동)",37.5719244,127.1735018
고운맘소아청소년과의원,서울특별시,송파구,"서울특별시 송파구 중대로 80, 문정프라자 3층 (문정동)",37.4917382,127.1177515
고운맘소아청소년과의원,서울특별시,관악구,"서울특별시 관악구 난곡로 50, 2층 (신림동, 자연빌딩)",37.460491,126.9201747
고운맘소아청소년과의원,경기도,양주시,"경기도 양주시 옥정로 196, 파스텔시티 401호,402호일부 (옥정동)",37.8189882,127.092149
고운맘소아청소년과의원,세종특별자치시,세종시,"세종특별자치시 마음로 70, 304호 (고운동, 에셀프라자)",36.5050737,127.2344
고운메디컬의원,경상남도,창원마산합포구,"경상남도 창원시 마산합포구 가포순환로 33, 상가1동 201-1호 (월영동, 마린애시앙부영)",35.1740281,128.5644532
고운소아청소년과의원,서울특별시,서초구,"서울특별시 서초구 잠원로 24, 반포자이플라자 303호 (반포동)",37.5071264,127.0098413
고운소아청소년과의원,세종특별자치시,세종시,"세종특별자치시 남세종로 454, 405호 (보람동, 강남제일타워)",36.477293,127.28961
고운아이소아청소년과의원,대구광역시,대구달서구,"대구광역시 달서구 달서대로 65-25, 제일빌딩 2층 (유천동)",35.8128619,128.5096707
고운아이소아청소년과의원,경상남도,진주시,"경상남도 진주시 평거로13번길 23, 2층,3층 (평거동)",35.1739292,128.0621294
고은맘소아청소년과의원,경기도,수원팔달구,"경기도 수원시 팔달구 일월로22번길 15, (화서동)",37.2858749,126.9805857
고은맘소아청소년과의원,경기도,평택시,"경기도 평택시 서재로 2, 302호 (동삭동, 한주빌딩)",37.0098734,127.0988388
고은빛산부인과의원,서울특별시,송파구,"서울특별시 송파구 오금로 95, 국제빌딩 지하1층, 2~8층 (방이동)",37.5137587,127.1076968
고은소아과의원,충청북도,청주상당구,"충청북도 청주시 상당구 용암북로138번길 36, 2층 (용암동)",36.6198618,127.5139478
고은소아청소년과의원,서울특별시,노원구,"서울특별시 노원구 공릉로59길 15, 3층 (하계동, 웅천상가)",37.6331962,127.0710597
고은소아청소년과의원,인천광역시,인천남동구,"인천광역시 남동구 구월남로 280, 3층 (구월동, 알파프라자)",37.4518838,126.7207927
고은소아청소년과의원,대전광역시,대전대덕구,"대전광역시 대덕구 동춘당로94번길 11-15, 304-1 301호 (송촌동, 송촌빌딩)",36.3660513,127.4394312
고은소아청소년과의원,대구광역시,대구수성구,"대구광역시 수성구 시지로 55, 205호 (시지동, 고산노변타운상가)",35.8385249,128.6958533
고은소아청소년과의원,경기도,의정부시,"경기도 의정부시 동일로 456, 301호 (신곡동, 박사빌딩)",37.7289108,127.0597592
